DataKey,IMGDate,keyForPath,key,DATE,Height,SPAD,LAI,leafWidth,leafLength,centerEarWeight,centerEarNum,sideEarWeight,sideEarNum,avgEarSize,20StrawWerightBeforeDry,20StrawWerightAfterDry,strawWeightDecreasePercent,totalSeedNum,seedNumLessThan2MM,totalSeedWeightBeforeDry,seedLessThan2MMWeightBeforeDry,totalSeedWeightAfterDry,seedLessThan2MMWeightAfterDry
202405171307_2,202405171307,2,1,20-21/05/2025,85.6,51.7,1.648,1.1,21,302.84,178,671.5,219,8,17.75,14.9,19.13,7219,22,283,0.4,251.11,0.21
202405171307_3,202405171307,3,2,20-21/05/2026,81.7,58,2.332,1.4,18.1,213.38,189,311,126,8.8,9.47,8.8,7.61,3053,78,116.9,1.1,104.59,0.99
202405171307_4,202405171307,4,3,20-21/05/2027,84,50.4,1.7755,1.4,20.1,121.44,83,440.25,174,8.1,14.62,12.8,14.22,3495,40,130.5,0.6,117.22,0.52
202405171307_5,202405171307,5,4,20-21/05/2028,83.4,56.9,2.7185,1.4,21.7,272.11,160,483.81,170,8.5,17.83,15.6,14.29,4367,32,166.7,0.3,149.09,0.29
202405171307_6,202405171307,6,5,20-21/05/2029,85.4,51.9,1.7245,1.7,23.2,344.17,179,552.38,183,8.4,17.16,15.6,10,5364,60,226.7,0.8,203.14,0.74
202405171307_7,202405171307,7,6,20-21/05/2030,85.1,57.1,2.18,1.6,25.1,412.5,212,468.28,175,8.3,16.37,15.1,8.41,4707,46,187.1,0.6,168.1,0.5
202405171307_8,202405171307,8,7,20-21/05/2031,84.6,52.1,2.213,1.6,22.5,266.59,169,392.24,169,8.2,15.29,13.8,10.8,3855,46,152.8,0.6,136.9,0.6
202405171307_9,202405171307,9,8,20-21/05/2032,87.8,50,1.7915,1.5,21.2,209.8,117,345.15,128,7.6,9.46,8.2,15.37,2635,47,103.5,0.6,92.64,0.64
202405171307_10,202405171307,10,9,20-21/05/2033,84.2,53.8,2.125,1.4,21.6,194.24,103,356.45,191,8.1,15.47,14.1,9.72,2195,27,91.7,0.4,82.26,0.36
202405171307_11,202405171307,11,10,20-21/05/2034,88.7,55.2,2.609,1.6,25.5,290.73,195,584.24,221,8.1,14.63,12.9,13.41,5476,37,231.6,0.4,208.47,0.37
202405171307_12,202405171307,12,11,20-21/05/2035,82.7,54.5,1.1701,1.4,19.9,73.84,75,401.95,178,7.6,8.86,7.3,21.37,3399,33,139.8,0.4,125.21,0.41
202405171307_13,202405171307,13,12,20-21/05/2036,89,55.8,2.71,1.5,24.7,356,179,293.8,116,7.5,16.37,14.5,12.9,2748,57,111.2,0.7,99.92,0.72
202405171307_14,202405171307,14,13,20-21/05/2037,86.1,53.2,1.63,1.6,23.8,296.34,171,350.29,117,9.3,16.8,14.9,12.75,2789,17,111.5,0.2,101.77,0.17
202405171307_15,202405171307,15,14,20-21/05/2038,89.4,59,1.527,1.4,23,216.15,129,403.94,202,9.6,10.68,9.5,12.42,3242,56,133.2,0.6,119.78,0.58
202405171307_16,202405171307,16,15,20-21/05/2039,89.6,56.3,2.289,1.5,22.5,244.1,132,201.73,125,8.7,9.97,8.4,18.69,1590,100,56.7,1.2,51.01,1.21
202405171307_17,202405171307,17,16,20-21/05/2040,83.5,54.7,1.465,1.5,26.8,266.75,137,424.57,163,9.4,19.21,17.2,11.69,3637,27,153.1,0.3,137.09,0.29
202405171307_18,202405171307,18,17,20-21/05/2041,82,57.5,3.482,1.5,19.4,256.26,150,485.92,173,8.9,9.49,8.7,9.08,4284,19,174.6,0.2,157.37,0.17
202405171307_19,202405171307,19,18,20-21/05/2042,91.5,59,2.529,1.4,21.3,488.45,233,616.79,189,9.8,24,22.3,7.62,5408,28,243.8,0.6,219.74,0.34
202405171307_20,202405171307,20,19,20-21/05/2043,98,55.8,2.486,1.6,23,375.61,194,554.87,206,9.1,13.74,12.1,13.55,5286,68,218.3,0.8,196.07,0.77
202405171307_21,202405171307,21,20,20-21/05/2044,83.2,51,1.8385,1.4,20.1,300.36,142,347.2,157,8.3,19.94,17.9,11.4,2861,43,113,0.5,101.17,0.47
202405171307_22,202405171307,22,21,20-21/05/2045,92.3,53.3,1.5425,1.4,18.8,248.47,137,340.43,140,8.7,15.64,13.7,14.16,2671,41,108.8,0.5,98.19,0.49
202405171307_23,202405171307,23,22,20-21/05/2046,91.4,54.6,2.032,1.5,24.7,317.49,198,478.07,163,7.5,20.74,19.1,8.59,4473,94,176.3,1.1,158.77,1.07
202405171307_24,202405171307,24,23,20-21/05/2047,89,50.5,3.18,1.7,22,270.66,157,450.27,146,8.9,15.25,12,27.08,3556,62,139,0.8,124.28,0.68
202405171307_25,202405171307,25,24,20-21/05/2048,91.1,48.5,2.8925,1.5,19.8,387.12,237,520.31,224,7.9,21.47,19.3,11.24,4462,60,166.7,0.8,149.78,0.68
202405171307_26,202405171307,26,25,20-21/05/2049,87.5,60.1,2.3405,1.6,24.2,366.3,185,568.87,221,8.2,13.41,12,11.75,4803,48,228.4,0.6,205.31,0.51
202405171307_27,202405171307,27,26,20-21/05/2050,83,55.1,1.558,1.5,24.1,209.02,137,414.17,178,8.2,11.9,10.3,15.53,4161,82,153.6,1,138.13,0.83
202405171307_28,202405171307,28,27,20-21/05/2051,84.1,55,1.5655,1.4,19.4,227.51,156,479.01,194,8.1,22.42,20,12.1,3678,46,151.7,0.6,136.25,0.55
202405171307_29,202405171307,29,28,20-21/05/2052,87.8,56.2,1.9435,1.6,21.8,351.26,196,500.78,217,8.1,17.79,15.8,12.59,4683,44,194.2,0.5,173.44,0.54
202405171307_30,202405171307,30,29,20-21/05/2053,86.3,52.1,2.384,1.4,20.1,215.4,162,785.65,227,9.1,17.49,16,9.31,5503,51,269.9,0.7,242.44,0.54
202405171307_31,202405171307,31,30,20-21/05/2054,88.7,52.1,4.095,1.7,24,433.7,229,417.39,156,8.3,16.85,15,12.33,3880,50,165.8,0.7,148.71,0.61
202405171307_32,202405171307,32,31,20-21/05/2055,90.2,51.5,2.829,1.6,28.1,386.46,230,460.61,168,8.5,12.61,11.2,12.59,4029,31,161.2,0.4,144.22,0.32
202405171307_33,202405171307,33,32,20-21/05/2056,85.7,55.4,2.927,1.6,21.7,216.05,131,300.43,148,7.3,10.32,8.9,15.96,2354,27,94.7,0.3,84.68,0.28
202405171307_34,202405171307,34,33,20-21/05/2057,87.6,57.8,3.043,1.5,22.3,306.16,212,556.23,213,8.2,11.36,9.9,14.75,4999,60,204.5,1,183.33,0.73
202405171307_35,202405171307,35,34,20-21/05/2058,87.5,58.2,1.9945,1.5,20.3,244.79,161,241.09,111,8.2,14.56,12.7,14.65,1918,76,75.7,1.2,68.1,0.9
202405171307_36,202405171307,36,35,20-21/05/2059,85.3,53.8,3.4575,1.5,24.5,313.61,184,520.08,270,8.2,14.16,13.4,5.67,2917,20,121.7,0.3,109.65,0.25
202405171307_37,202405171307,37,36,20-21/05/2060,90.7,59,3.2455,1.7,22.9,335.24,205,249.62,106,9.3,13.37,12.2,9.59,1984,55,74.7,0.8,67.1,0.7
202405171307_38,202405171307,38,37,20-21/05/2061,88.4,59.5,1.9365,1.5,23.6,206.75,130,452.81,225,9.1,10.7,9.5,12.63,4214,47,176.5,0.7,158,0.6
202405171307_39,202405171307,39,38,20-21/05/2062,89.5,57.1,2.5755,1.6,21.7,171.49,136,440.92,196,9.6,11.13,9.6,15.94,3404,32,139.9,0.4,125.4,0.4
202405171307_40,202405171307,40,39,20-21/05/2063,91.6,55.6,3.3065,1.5,20.2,208.49,144,262.66,99,8.8,11.64,9.9,17.58,2241,110,84.5,1.5,75.3,1.3
202405171307_41,202405171307,41,40,20-21/05/2064,86,57,3.232,1.6,19.1,218.18,118,361.05,182,9,10.81,9.3,16.24,2956,41,107,0.7,95.51,0.51
202405171307_42,202405171307,42,41,20-21/05/2065,84,58.6,2.504,1.5,24.4,170.21,131,302.55,156,8,10.48,9,16.44,2379,96,91.9,1.4,80.82,0.32
202405171307_43,202405171307,43,42,20-21/05/2066,90.1,59,3.3385,1.5,20.2,209.58,132,332.24,139,9.3,10,8.5,17.65,3539,41,136.2,0.5,122.86,1.76
202405171307_44,202405171307,44,43,20-21/05/2067,84.4,53.2,2.7865,1.4,21.1,279.45,165,516.4,203,8.4,19.02,16.7,13.89,4296,29,186,0.4,167.14,0.34
202405171307_45,202405171307,45,44,20-21/05/2068,81.9,55.2,3.221,1.5,21.1,263.06,148,286.21,104,8,12.56,10.6,18.49,1930,27,75.3,0.4,68.06,0.36
202405171307_46,202405171307,46,45,20-21/05/2069,85.1,58,2.4325,1.4,23.2,218.15,122,313.45,171,8.8,17.46,15.3,14.12,2566,138,86.3,1.9,77.74,1.74
202405171307_47,202405171307,47,46,20-21/05/2070,86.2,51.9,3.4445,1.6,25.1,245.77,83,425.2,183,8.2,16.05,13.5,18.89,3386,59,130,0.8,116.42,0.72
202405171307_48,202405171307,48,47,20-21/05/2071,86.3,56.4,4.026,1.6,23.7,152.35,150,392.42,224,8.6,9.68,8.2,18.05,2868,72,102,1.1,91.53,0.93
202405171307_49,202405171307,49,48,20-21/05/2072,90.6,55.4,3.4975,1.6,25.4,406.57,256,448.63,134,8.1,11.36,9.8,15.92,3609,27,150.7,0.4,135.42,0.32
202405171307_50,202405171307,50,49,20-21/05/2073,80.3,54.9,2.713,1.5,23,278.43,180,473.32,197,8.5,18.65,17.1,9.06,3470,65,137.2,0.9,113.02,0.82
202405171307_51,202405171307,51,50,20-21/05/2074,85.1,57.8,3.828,1.5,23.9,179.99,124,453.23,188,8.7,13.69,12.1,13.14,3444,50,134.6,0.8,121.41,0.61
202405171307_52,202405171307,52,51,20-21/05/2075,86.2,57.8,3.926,1.4,23.5,376.33,236,411.3,166,7.9,18.46,16,15.38,3078,13,120,0.3,107.68,0.18
202405171307_53,202405171307,53,52,20-21/05/2076,81.2,59.5,3.761,1.5,22.7,150.86,131,414.88,246,8.5,13.15,11.8,11.44,3108,85,121.2,1.2,108.9,1
202405171307_54,202405171307,54,53,20-21/05/2077,85.8,53.3,3.0525,1.6,22,231.75,168,568.83,260,8.9,17.13,15.3,11.96,4495,43,157.7,0.8,137.08,0.58
202405171307_55,202405171307,55,54,20-21/05/2078,88.3,57.5,3.237,1.5,17.9,211.47,137,257.25,124,8.7,15.4,14.3,7.69,2120,56,84.1,0.8,75.13,0.73
202405171307_56,202405171307,56,55,20-21/05/2079,82.3,56.1,3.722,1.5,23.7,90,88,260.66,99,7.9,9.19,8.3,10.72,2048,39,79.7,0.5,70.77,0.47
202405171307_57,202405171307,57,56,20-21/05/2080,84.8,51.2,3.742,1.5,20.6,98.2,80,389.2,203,8.1,7.49,6.5,15.23,2392,12,94.9,0.2,85.13,0.13
202405171307_58,202405171307,58,57,20-21/05/2081,87.1,57.6,3.3675,1.6,22.6,285.59,179,432.41,182,7.6,19.79,17.9,10.56,3327,29,130.4,0.3,116.74,0.34
202405171307_59,202405171307,59,58,20-21/05/2082,84.5,54,3.4335,1.3,18,71.76,69,281.46,157,7.9,12.7,11.5,10.43,1978,57,74.2,0.8,66.64,0.74
202405171307_60,202405171307,60,59,20-21/05/2083,80.3,58.1,2.99,1.6,22.4,172.87,143,437.91,174,9.2,10.2,8.3,22.89,3371,195,116.1,2.4,103.86,2.16
202405171307_61,202405171307,61,60,20-21/05/2084,83.2,51.4,4.0415,1.5,19.1,244.3,154,320.79,108,8.5,13.34,11.8,13.05,2620,45,111.5,0.4,99.34,0.44
202405171307_62,202405171307,62,61,20-21/05/2085,84.6,51.6,3.0395,1.5,22,122.28,82,147.57,76,8.8,11.6,9.9,17.17,1128,24,40.2,0.2,35.81,0.21
202405171307_63,202405171307,63,62,20-21/05/2086,79.9,56.4,3.162,1.2,20.7,49.99,54,256.77,147,7.4,15.63,13.6,14.93,1565,33,58.2,0.5,52.41,0.41
202405171307_64,202405171307,64,63,20-21/05/2087,75.9,54.8,3.07,1.5,20.4,78.9,87,327.97,139,7.7,15.68,13.2,18.79,2413,76,86.2,1.1,77.45,0.95
202405171307_65,202405171307,65,64,20-21/05/2088,85.5,51,2.732,1.5,20.6,102.66,109,328.46,191,8.8,11.88,10.7,11.03,2282,35,85.9,0.5,76.98,0.38
202405171307_66,202405171307,66,65,20-21/05/2089,76.9,56.1,3.082,1.4,19.1,49.05,38,327.11,180,8.4,7.61,6.6,15.3,2572,120,92.7,1.9,83.16,1.56
202405171307_67,202405171307,67,66,20-21/05/2090,83.9,55,3.3129,1.4,20.6,103.27,91,224.11,110,8.8,10.26,9.7,5.77,2033,68,78.9,0.9,70.95,0.85
202405171307_68,202405171307,68,67,20-21/05/2091,82.5,51,3.098,1.3,17.2,69.62,59,223.45,88,8.5,12.59,11.4,10.44,1332,57,46.1,0.8,41.6,0.7
202405171307_69,202405171307,69,68,20-21/05/2092,76.5,50.7,1.897,1.4,20.9,40.98,53,135.23,79,7.3,10.63,9.1,16.81,1027,69,34.3,0.8,30.44,0.64
202405171307_70,202405171307,70,69,20-21/05/2093,73.2,53.3,3.816,1.3,21.1,72.68,97,193.27,93,7.6,10.42,9,15.78,1472,18,53.1,0.3,46.7,0.2
202405171307_71,202405171307,71,70,20-21/05/2094,76.9,57.2,3.0285,1.3,17.5,6.74,18,287.16,177,8.8,9.93,9,10.33,3083,41,67.1,0.5,60.3,0.5
202405171307_72,202405171307,72,71,20-21/05/2095,83.2,63.1,4.633,1.6,24.2,217.02,174,413.78,207,7.9,10.16,9.1,11.65,4593,54,122.5,0.8,110.55,0.75
202405171307_73,202405171307,73,72,20-21/05/2096,93.6,55.7,3.5185,1.7,30.4,187.98,127,313.78,109,8.4,12.13,10.9,11.28,2806,16,115.8,0.2,103.66,0.16
202405171307_74,202405171307,74,73,20-21/05/2097,82.2,50.2,2.992,1.5,22.9,27.63,27,267.12,90,9.1,17.18,15.8,8.73,1995,13,77.7,0.2,69.33,0.13
202405171307_75,202405171307,75,74,20-21/05/2098,86.5,52.6,1.88645,1.3,19.3,46.64,37,199.71,92,7.9,8.26,7,18,1504,53,51.7,0.7,46.34,0.64
202405171307_76,202405171307,76,75,20-21/05/2099,81,51.1,3.7015,1.2,22,115.53,103,113.32,64,6.7,10.25,9.3,10.22,764,22,25.7,0.3,23.42,0.22
202405171307_77,202405171307,77,76,20-21/05/2100,78.2,55.5,2.9135,1.4,21.4,122.36,124,284.68,169,8.5,15.17,12.8,18.52,2182,63,75.8,0.7,67.78,0.68
202405171307_78,202405171307,78,77,20-21/05/2101,85.6,55,3.1395,1.6,21.2,139.15,111,488.61,246,9,11.16,10,11.6,3749,54,150.7,0.6,135.7,0.6
202405171307_79,202405171307,79,78,20-21/05/2102,90.7,52.9,4.1555,1.4,23.2,251.64,173,247.82,111,8.5,14.13,12.9,9.53,2465,66,91.6,0.8,82.32,0.62
202405171307_80,202405171307,80,79,20-21/05/2103,91.2,56.1,3.6835,1.6,28.8,249.36,195,341.96,158,7.3,9.64,8.4,14.76,2696,33,106.6,0.4,96.3,0.4
202405171307_81,202405171307,81,80,20-21/05/2104,84.5,51.8,5.213,1.5,23.6,134.26,115,333.39,98,8.3,12.09,10.3,17.38,1847,40,70.5,0.4,63.6,0.4
202405171307_82,202405171307,82,81,20-21/05/2105,88.2,58,3.8435,1.5,20.3,289.86,196,379.26,174,8.9,13.35,12,11.25,3332,45,128.2,0.6,116.04,0.54
202405171307_83,202405171307,83,82,20-21/05/2106,78.7,56.2,4.9515,1.5,19.4,139.54,75,390.77,199,8.5,11.43,10.2,12.06,3251,36,125.1,0.6,111.86,0.36
202405171307_84,202405171307,84,83,20-21/05/2107,84,55.8,3.74,1.6,23.6,201.08,150,468.56,232,9.9,15.5,13.3,16.54,3399,29,134.9,0.4,122.18,0.28
202405171307_85,202405171307,85,84,20-21/05/2108,93.2,55.1,5.11,1.3,21.2,319.09,175,581.22,211,8.3,16.33,15,8.87,5423,35,226.2,0.4,203.54,0.34
202405171307_86,202405171307,86,85,20-21/05/2109,89.2,57.3,3.547,1.5,22.1,277.44,156,282.69,119,9.1,10.79,9.8,10.1,3393,12,94.5,0.1,84.54,0.14
202405171307_87,202405171307,87,86,20-21/05/2110,87.1,51.7,4.2265,1.4,19.6,212.3,120,436.6,193,7.6,12.31,11.2,9.91,3945,35,151.9,0.5,136.24,0.44
202405171307_88,202405171307,88,87,20-21/05/2111,87.6,55.8,3.2825,1.6,22.6,254.55,146,331.83,135,8.3,12.44,10.4,19.62,3033,5,120.3,0.1,108.08,0.08
202405171307_89,202405171307,89,88,20-21/05/2112,82.1,58,4.4135,1.4,24.3,75.07,62,564.77,235,8.9,14.38,12.7,13.23,4410,52,189.1,0.6,170.07,0.67
202405171307_90,202405171307,90,89,20-21/05/2113,82.5,51.8,3.278,1.6,21.1,192.22,141,475.22,180,8.2,16.15,14,15.36,3719,16,148.6,0.3,133.25,0.25
202405171307_91,202405171307,91,90,20-21/05/2114,101.1,54.7,4.878,1.8,28.1,468.6,184,467.9,146,7.4,14.13,12,17.75,4778,56,192.7,0.6,172.66,0.66
202405171307_92,202405171307,92,91,20-21/05/2115,116.5,54.3,3.9695,1.8,28.7,313.02,166,387.16,134,8,25.35,22.8,11.18,2205,11,91,0.2,81.93,0.13
202405171307_93,202405171307,93,92,20-21/05/2116,110.1,54,2.9465,1.7,29,180.27,75,670.63,173,7.7,22.71,20.5,10.78,4194,44,212.2,0.8,190.11,0.71
202405171307_94,202405171307,94,93,20-21/05/2117,107.2,55.2,3.678,1.6,26.2,331.03,208,558.87,210,7.5,17.03,15.4,10.58,5237,155,190.6,1.7,170.66,1.66
202405171307_95,202405171307,95,94,20-21/05/2118,100.4,52.7,3.528,1.7,25,494.73,188,835.14,185,8.4,30.59,28.1,8.86,7094,58,286.6,0.9,257,0.7
202405171307_96,202405171307,96,95,20-21/05/2119,90.4,57.3,3.5715,1.5,27,156.44,112,294.59,114,9.1,12.24,10.5,16.57,2113,23,79.7,0.3,71.65,0.35
202405171307_97,202405171307,97,96,20-21/05/2120,91.8,53.1,2.5955,1.7,24.6,151.22,82,190.23,74,7.4,16.77,15.2,10.33,1376,10,50.4,0.2,45.35,0.15
202405171307_98,202405171307,98,97,20-21/05/2121,,,,,,,,719.79,214,8.3,22.49,20.3,10.79,6537,8,261.7,0.1,234.29,0.09
202405171307_99,202405171307,99,98,20-21/05/2122,97.3,57.1,4.449,1.2,25.1,,,1014.37,290,8.7,25.47,23.3,9.31,9991,23,413.5,0.3,370.57,0.27
202405171307_100,202405171307,100,99,20-21/05/2123,,,,,,,,641.32,176,7.2,21.83,20.9,4.45,6142,10,238.3,0.3,199.31,0.21
202405171307_101,202405171307,101,100,20-21/05/2124,,,,,,,,747.24,215,8.2,26.64,24,11,7820,21,287.2,0.3,273.47,0.27
202405171307_102,202405171307,102,101,20-21/05/2125,89.3,56,3.245,1.3,18.1,,,667.38,196,8.7,21.91,19.7,11.22,6658,17,255.7,0.3,236.27,0.27
202405171307_103,202405171307,103,102,20-21/05/2126,,,,,,,,807.49,267,8.4,23.1,21.1,9.48,6819,6,268.8,0.1,247.99,0.09
202405171307_104,202405171307,104,103,20-21/05/2127,,,,,,,,982.61,276,8.7,23.25,20.2,15.1,9555,18,391.5,0.3,352.61,0.21
202405171307_105,202405171307,105,104,20-21/05/2128,100,52.2,3.115,1.2,23.4,,,781.84,215,8.3,23.29,21,10.9,7558,10,310.2,0.2,279.71,0.11
202405171307_106,202405171307,106,105,20-21/05/2129,,,,,,,,800.88,227,7.9,22.76,20.7,9.95,7758,3,325,0.1,292.63,0.03
202405171307_107,202405171307,107,106,20-21/05/2130,,,,,,,,645.6,215,8.7,23.26,21,10.76,5958,14,253.8,0.2,228.68,0.18
202405171307_108,202405171307,108,107,20-21/05/2131,94.5,55.4,4.467,1.3,23.5,,,720.44,226,8.3,19.26,17.7,8.81,6927,10,287.6,0.3,259.42,0.12
202405171307_109,202405171307,109,108,20-21/05/2132,,,,,,,,700.22,225,8.7,23.57,21,12.24,6088,17,254.8,0.2,228.38,0.18
202405171307_110,202405171307,110,109,20-21/05/2133,,,,,,,,453.27,178,7.6,17.18,16.2,6.05,4189,15,165.5,0.3,149.32,0.22
202405171307_111,202405171307,111,110,20-21/05/2134,95.6,52.1,3.5775,1.2,21.1,,,686.42,236,8.6,22.73,20.6,10.34,4861,5,202.7,0.1,182.79,0.09
202405171307_112,202405171307,112,111,20-21/05/2135,,,,,,,,906.34,269,8.4,21.67,19.7,10,8319,16,339.8,0.2,305.52,0.12
202405171307_113,202405171307,113,112,20-21/05/2136,,,,,,,,525.41,173,8.5,17.44,15.8,10.38,5017,12,198.5,0.2,179.27,0.17
202405171307_114,202405171307,114,113,20-21/05/2137,95.1,56.2,4.9995,1.2,23.2,,,742.74,248,8.3,25.78,23.8,8.32,5388,6,239.3,0.1,216.21,0.11
202405171307_115,202405171307,115,114,20-21/05/2138,,,,,,,,823.1,276,8.2,23.87,21.3,12.07,6879,11,292.5,0.2,264.55,0.15
202405221319_1,202405221319,1,0,20-21/05/2024,83.9,53.5,2.482,1.1,25.2,352.87,193,392.11,108,8.2,14.65,13,12.69,4008,11,160.9,0.2,143.57,0.17
202405221319_2,202405221319,2,1,20-21/05/2025,85.6,51.7,1.648,1.1,21,302.84,178,671.5,219,8,17.75,14.9,19.13,7219,22,283,0.4,251.11,0.21
202405221319_3,202405221319,3,2,20-21/05/2026,81.7,58,2.332,1.4,18.1,213.38,189,311,126,8.8,9.47,8.8,7.61,3053,78,116.9,1.1,104.59,0.99
202405221319_4,202405221319,4,3,20-21/05/2027,84,50.4,1.7755,1.4,20.1,121.44,83,440.25,174,8.1,14.62,12.8,14.22,3495,40,130.5,0.6,117.22,0.52
202405221319_5,202405221319,5,4,20-21/05/2028,83.4,56.9,2.7185,1.4,21.7,272.11,160,483.81,170,8.5,17.83,15.6,14.29,4367,32,166.7,0.3,149.09,0.29
202405221319_6,202405221319,6,5,20-21/05/2029,85.4,51.9,1.7245,1.7,23.2,344.17,179,552.38,183,8.4,17.16,15.6,10,5364,60,226.7,0.8,203.14,0.74
202405221319_7,202405221319,7,6,20-21/05/2030,85.1,57.1,2.18,1.6,25.1,412.5,212,468.28,175,8.3,16.37,15.1,8.41,4707,46,187.1,0.6,168.1,0.5
202405221319_8,202405221319,8,7,20-21/05/2031,84.6,52.1,2.213,1.6,22.5,266.59,169,392.24,169,8.2,15.29,13.8,10.8,3855,46,152.8,0.6,136.9,0.6
202405221319_9,202405221319,9,8,20-21/05/2032,87.8,50,1.7915,1.5,21.2,209.8,117,345.15,128,7.6,9.46,8.2,15.37,2635,47,103.5,0.6,92.64,0.64
202405221319_10,202405221319,10,9,20-21/05/2033,84.2,53.8,2.125,1.4,21.6,194.24,103,356.45,191,8.1,15.47,14.1,9.72,2195,27,91.7,0.4,82.26,0.36
202405221319_11,202405221319,11,10,20-21/05/2034,88.7,55.2,2.609,1.6,25.5,290.73,195,584.24,221,8.1,14.63,12.9,13.41,5476,37,231.6,0.4,208.47,0.37
202405221319_12,202405221319,12,11,20-21/05/2035,82.7,54.5,1.1701,1.4,19.9,73.84,75,401.95,178,7.6,8.86,7.3,21.37,3399,33,139.8,0.4,125.21,0.41
202405221319_13,202405221319,13,12,20-21/05/2036,89,55.8,2.71,1.5,24.7,356,179,293.8,116,7.5,16.37,14.5,12.9,2748,57,111.2,0.7,99.92,0.72
202405221319_14,202405221319,14,13,20-21/05/2037,86.1,53.2,1.63,1.6,23.8,296.34,171,350.29,117,9.3,16.8,14.9,12.75,2789,17,111.5,0.2,101.77,0.17
202405221319_15,202405221319,15,14,20-21/05/2038,89.4,59,1.527,1.4,23,216.15,129,403.94,202,9.6,10.68,9.5,12.42,3242,56,133.2,0.6,119.78,0.58
202405221319_16,202405221319,16,15,20-21/05/2039,89.6,56.3,2.289,1.5,22.5,244.1,132,201.73,125,8.7,9.97,8.4,18.69,1590,100,56.7,1.2,51.01,1.21
202405221319_17,202405221319,17,16,20-21/05/2040,83.5,54.7,1.465,1.5,26.8,266.75,137,424.57,163,9.4,19.21,17.2,11.69,3637,27,153.1,0.3,137.09,0.29
202405221319_18,202405221319,18,17,20-21/05/2041,82,57.5,3.482,1.5,19.4,256.26,150,485.92,173,8.9,9.49,8.7,9.08,4284,19,174.6,0.2,157.37,0.17
202405221319_19,202405221319,19,18,20-21/05/2042,91.5,59,2.529,1.4,21.3,488.45,233,616.79,189,9.8,24,22.3,7.62,5408,28,243.8,0.6,219.74,0.34
202405221319_20,202405221319,20,19,20-21/05/2043,98,55.8,2.486,1.6,23,375.61,194,554.87,206,9.1,13.74,12.1,13.55,5286,68,218.3,0.8,196.07,0.77
202405221319_21,202405221319,21,20,20-21/05/2044,83.2,51,1.8385,1.4,20.1,300.36,142,347.2,157,8.3,19.94,17.9,11.4,2861,43,113,0.5,101.17,0.47
202405221319_22,202405221319,22,21,20-21/05/2045,92.3,53.3,1.5425,1.4,18.8,248.47,137,340.43,140,8.7,15.64,13.7,14.16,2671,41,108.8,0.5,98.19,0.49
202405221319_23,202405221319,23,22,20-21/05/2046,91.4,54.6,2.032,1.5,24.7,317.49,198,478.07,163,7.5,20.74,19.1,8.59,4473,94,176.3,1.1,158.77,1.07
202405221319_24,202405221319,24,23,20-21/05/2047,89,50.5,3.18,1.7,22,270.66,157,450.27,146,8.9,15.25,12,27.08,3556,62,139,0.8,124.28,0.68
202405221319_25,202405221319,25,24,20-21/05/2048,91.1,48.5,2.8925,1.5,19.8,387.12,237,520.31,224,7.9,21.47,19.3,11.24,4462,60,166.7,0.8,149.78,0.68
202405221319_26,202405221319,26,25,20-21/05/2049,87.5,60.1,2.3405,1.6,24.2,366.3,185,568.87,221,8.2,13.41,12,11.75,4803,48,228.4,0.6,205.31,0.51
202405221319_27,202405221319,27,26,20-21/05/2050,83,55.1,1.558,1.5,24.1,209.02,137,414.17,178,8.2,11.9,10.3,15.53,4161,82,153.6,1,138.13,0.83
202405221319_28,202405221319,28,27,20-21/05/2051,84.1,55,1.5655,1.4,19.4,227.51,156,479.01,194,8.1,22.42,20,12.1,3678,46,151.7,0.6,136.25,0.55
202405221319_29,202405221319,29,28,20-21/05/2052,87.8,56.2,1.9435,1.6,21.8,351.26,196,500.78,217,8.1,17.79,15.8,12.59,4683,44,194.2,0.5,173.44,0.54
202405221319_30,202405221319,30,29,20-21/05/2053,86.3,52.1,2.384,1.4,20.1,215.4,162,785.65,227,9.1,17.49,16,9.31,5503,51,269.9,0.7,242.44,0.54
202405221319_31,202405221319,31,30,20-21/05/2054,88.7,52.1,4.095,1.7,24,433.7,229,417.39,156,8.3,16.85,15,12.33,3880,50,165.8,0.7,148.71,0.61
202405221319_32,202405221319,32,31,20-21/05/2055,90.2,51.5,2.829,1.6,28.1,386.46,230,460.61,168,8.5,12.61,11.2,12.59,4029,31,161.2,0.4,144.22,0.32
202405221319_33,202405221319,33,32,20-21/05/2056,85.7,55.4,2.927,1.6,21.7,216.05,131,300.43,148,7.3,10.32,8.9,15.96,2354,27,94.7,0.3,84.68,0.28
202405221319_34,202405221319,34,33,20-21/05/2057,87.6,57.8,3.043,1.5,22.3,306.16,212,556.23,213,8.2,11.36,9.9,14.75,4999,60,204.5,1,183.33,0.73
202405221319_35,202405221319,35,34,20-21/05/2058,87.5,58.2,1.9945,1.5,20.3,244.79,161,241.09,111,8.2,14.56,12.7,14.65,1918,76,75.7,1.2,68.1,0.9
202405221319_36,202405221319,36,35,20-21/05/2059,85.3,53.8,3.4575,1.5,24.5,313.61,184,520.08,270,8.2,14.16,13.4,5.67,2917,20,121.7,0.3,109.65,0.25
202405221319_37,202405221319,37,36,20-21/05/2060,90.7,59,3.2455,1.7,22.9,335.24,205,249.62,106,9.3,13.37,12.2,9.59,1984,55,74.7,0.8,67.1,0.7
